descripcion,img_desc,url,precio,lotehead,apartado,img_url,lote
"Barcelona, Ay. Lote de 4 billetes. 10 Céntimos (2) y 15 Céntimos (2). Cartulina. SC","['Barcelona, Ay. Lote de 4 billetes. 10 Céntimos (2) y 15 Céntimos (2)...', 'Barcelona, Ay. Lote de 4 billetes. 10 Céntimos (2) y 15 Céntimos (2)...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18426/26a-subasta-online-24-05-16,14 €,['Lot No 234: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/27010_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27010_b.jpg']",Lot 234
"1 Peseta. Barcelona, Ay. Lote de 2 billetes. 13 Mayo 1937. Serie A y C. EBC","['1 Peseta. Barcelona, Ay. Lote de 2 billetes...', '1 Peseta. Barcelona, Ay. Lote de 2 billetes...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18427/26a-subasta-online-24-05-16,15 €,['Lot No 235: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/27009_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27009_b.jpg']",Lot 235
"25 Céntimos. Begudá (Gerona), C.M. 16 Septiembre 1937. Serie A. BC-","['25 Céntimos. Begudá (Gerona), C.M. 16 Septiembre 1937...', '25 Céntimos. Begudá (Gerona), C.M. 16 Septiembre 1937...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18428/26a-subasta-online-24-05-16,9 €,['Lot No 236: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/27005_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27005_b.jpg']",Lot 236
"1 Peseta. Balaguer (Lérida), Ay. 5 Agosto 1937. Sello en seco. EBC-","['1 Peseta. Balaguer (Lérida), Ay. 5 Agosto 1937...', '1 Peseta. Balaguer (Lérida), Ay. 5 Agosto 1937...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18429/26a-subasta-online-24-05-16,10 €,['Lot No 237: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/27008_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27008_b.jpg']",Lot 237
"1 Peseta. Balsareny (Barcelona), C.M. 16 Julio 1937. Serie A. MBC","['1 Peseta. Balsareny (Barcelona), C.M. 16 Julio 1937...', '1 Peseta. Balsareny (Barcelona), C.M. 16 Julio 1937...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18430/26a-subasta-online-24-05-16,12 €,['Lot No 238: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/27001_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27001_b.jpg']",Lot 238
"1 Peseta. Berga (Barcelona), C.M. 10 Mayo 1937. Alguna rotura en margen, si no BC","['1 Peseta. Berga (Barcelona), C.M. 10 Mayo 1937...', '1 Peseta. Berga (Barcelona), C.M. 10 Mayo 1937...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18431/26a-subasta-online-24-05-16,10 €,['Lot No 239: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/27006_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27006_b.jpg']",Lot 239
"50 Céntimos. Besalú (Gerona), C.M. 10 Abril 1937. Serie B. Algo sucio. BC","['50 Céntimos. Besalú (Gerona), C.M. 10 Abril 1937...', '50 Céntimos. Besalú (Gerona), C.M. 10 Abril 1937...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18432/26a-subasta-online-24-05-16,12 €,['Lot No 240: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/27007_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27007_b.jpg']",Lot 240
"La Bisbal (Gerona), C.M. Lote de 2 billetes. 50 Céntimos y Peseta. Escaso. EBC- a MBC+","['La Bisbal (Gerona), C.M. Lote de 2 billetes...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18433/26a-subasta-online-24-05-16,25 €,['Lot No 241: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,['http://subastas.numismaticaycoleccionismo.es/imagenes/27011_a.jpg'],Lot 241
"50 Céntimos. Calaf (Barcelona), C.M. Tampón en rev. Celuloide. Falta en margen y grieta, si no BC+. Escaso","['50 Céntimos. Calaf (Barcelona), C.M. Tampón en rev...', '50 Céntimos. Calaf (Barcelona), C.M. Tampón en rev...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18434/26a-subasta-online-24-05-16,12 €,['Lot No 242: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/27012_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27012_b.jpg']",Lot 242
"1 Peseta. Calaf (Barcelona), C.M. Tampón en rev. Celuloide. Grieta central, si no BC+","['1 Peseta. Calaf (Barcelona), C.M. Tampón en rev...', '1 Peseta. Calaf (Barcelona), C.M. Tampón en rev...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18435/26a-subasta-online-24-05-16,10 €,['Lot No 243: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/27013_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27013_b.jpg']",Lot 243
"Calders (Barcelona), C.M. Lote de 2 billetes. 0,50 y 1 Peseta. Agosto 1937. Tampón en rev. Rotura central y pegado, si no BC-. Escaso","['Calders (Barcelona), C.M. Lote de 2 billetes...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18436/26a-subasta-online-24-05-16,36 €,['Lot No 244: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,['http://subastas.numismaticaycoleccionismo.es/imagenes/27014_a.jpg'],Lot 244
"Canet de Mar (Barcelona), C.M. Lote de 3 billetes. 9 Abril 1937. Serie A, B y C. Escaso. SC-/EBC+","['Canet de Mar (Barcelona), C.M. Lote de 3 billetes...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18437/26a-subasta-online-24-05-16,40 €,['Lot No 245: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,['http://subastas.numismaticaycoleccionismo.es/imagenes/27015_a.jpg'],Lot 245
Carrión de Calatrava (C. Real). Panadería Esteban Buitrago. Lote de 2 vales de pan. Ambos con tampón en rev. EBC,['Carrión de Calatrava (C. Real). Panadería Esteban Buitrago...'],http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18438/26a-subasta-online-24-05-16,6 €,['Lot No 246: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,['http://subastas.numismaticaycoleccionismo.es/imagenes/27076_a.jpg'],Lot 246
"Cardona (Barcelona), Ay. Lote de 2 billetes. 0,50 y 1 Peseta. 13 Mayo 1937. Serie A. Rotura central y márgenes, si no BC-","['Cardona (Barcelona), Ay. Lote de 2 billetes...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18439/26a-subasta-online-24-05-16,20 €,['Lot No 247: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,['http://subastas.numismaticaycoleccionismo.es/imagenes/27037_a.jpg'],Lot 247
"Cardona (Barcelona), Ay. Lote de 3 billetes. 15 y 50 Céntimos y Peseta. 5 Octubre 1937. Serie A, B y C. Escaso. MBC+ a BC-","['Cardona (Barcelona), Ay. Lote de 3 billetes...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18440/26a-subasta-online-24-05-16,33 €,['Lot No 248: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,['http://subastas.numismaticaycoleccionismo.es/imagenes/27038_a.jpg'],Lot 248
"1 Peseta. Castellfollit de la Roca (Gerona), C.M. 12 Junio 1937. Serie A. BC","['1 Peseta. Castellfollit de la Roca (Gerona), C...', '1 Peseta. Castellfollit de la Roca (Gerona), C...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18441/26a-subasta-online-24-05-16,10 €,['Lot No 249: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/27035_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27035_b.jpg']",Lot 249
"1 Peseta. Castelltersol (Barcelona), Ay. MBC-","['1 Peseta. Castelltersol (Barcelona), Ay. MBC-', '1 Peseta. Castelltersol (Barcelona), Ay. MBC-']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18442/26a-subasta-online-24-05-16,9 €,['Lot No 250: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/27036_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27036_b.jpg']",Lot 250
"Ciudad Real, C.M. Lote de 2 billetes. 25 y 50 Céntimos. 1937. Serie D y A. Ligera rotura en el de 50 Céntimos. Muy escaso. MBC- a BC+","['Ciudad Real, C.M. Lote de 2 billetes. 25 y 50 Céntimos...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18443/26a-subasta-online-24-05-16,30 €,['Lot No 251: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,['http://subastas.numismaticaycoleccionismo.es/imagenes/26961_a.jpg'],Lot 251
"1 Peseta. Denia (Alicante), C.E. 26 Septiembre 1936. Con tampón en tinta roja. Roturas y celo, si no BC-. Escaso","['1 Peseta. Denia (Alicante), C.E. 26 Septiembre 1936...', '1 Peseta. Denia (Alicante), C.E. 26 Septiembre 1936...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18444/26a-subasta-online-24-05-16,15 €,['Lot No 252: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/26962_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26962_b.jpg']",Lot 252
"25 Céntimos. Esparraguera (Barcelona), C.M. 0,25 Ptas. Marzo 1937. SC","['25 Céntimos. Esparraguera (Barcelona), C...', '25 Céntimos. Esparraguera (Barcelona), C...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18445/26a-subasta-online-24-05-16,12 €,['Lot No 253: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/27069_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27069_b.jpg']",Lot 253
"25 Céntimos. Esparraguera (Barcelona), C.M. Error 0,25 Cts. en anv. Septiembre 1937. SC","['25 Céntimos. Esparraguera (Barcelona), C...', '25 Céntimos. Esparraguera (Barcelona), C...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18446/26a-subasta-online-24-05-16,14 €,['Lot No 254: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/27070_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27070_b.jpg']",Lot 254
"1 Peseta. Esplugas de Francolí (Tarragona). Mayo 1937. Sucio, si no BC-","['1 Peseta. Esplugas de Francolí (Tarragona)...', '1 Peseta. Esplugas de Francolí (Tarragona)...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18447/26a-subasta-online-24-05-16,7 €,['Lot No 255: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/27032_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27032_b.jpg']",Lot 255
"1 Peseta. L'Estany (Barcelona), C.M. Sucio, si no BC","[""1 Peseta. L'Estany (Barcelona), C.M. Sucio, si no BC"", ""1 Peseta. L'Estany (Barcelona), C.M. Sucio, si no BC""]",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18448/26a-subasta-online-24-05-16,9 €,['Lot No 256: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/27033_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27033_b.jpg']",Lot 256
"10 Céntimos. Figueres (Gerona), Ay. 30 Noviembre 1937. MBC-","['10 Céntimos. Figueres (Gerona), Ay. 30 Noviembre 1937...', '10 Céntimos. Figueres (Gerona), Ay. 30 Noviembre 1937...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18449/26a-subasta-online-24-05-16,8 €,['Lot No 257: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/27031_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27031_b.jpg']",Lot 257
"1 Peseta. Figueres (Gerona), C.M. 31 Mayo 1937. Serie A. Resello para circular como 50 Céntimos. Doblez muy pronunciado en cuatro partes con alguna grieta, si no BC","['1 Peseta. Figueres (Gerona), C.M. 31 Mayo 1937...', '1 Peseta. Figueres (Gerona), C.M. 31 Mayo 1937...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18450/26a-subasta-online-24-05-16,7 €,['Lot No 258: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/27030_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27030_b.jpg']",Lot 258
"50 Céntimos. Fonollosa (Barcelona), S. A. Carles Marx. Con tampón en rev. Cartulina. Raro. BC","['50 Céntimos. Fonollosa (Barcelona), S. A...', '50 Céntimos. Fonollosa (Barcelona), S. A...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18451/26a-subasta-online-24-05-16,52 €,['Lot No 259: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/27034_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27034_b.jpg']",Lot 259
"1 Peseta. Girona, C.M. Abril 1937. Serie A. Con sello en seco. MBC/MBC+","['1 Peseta. Girona, C.M. Abril 1937. Serie A...', '1 Peseta. Girona, C.M. Abril 1937. Serie A...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18452/26a-subasta-online-24-05-16,10 €,['Lot No 260: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/27028_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27028_b.jpg']",Lot 260
"Girona, Ay. Lote de 2 billetes. 0,25 y 0,50 Pesetas. 25 Junio 1937. Doblez muy pronunciado en el de 0,25, si no MBC-/BC","['Girona, Ay. Lote de 2 billetes. 0,25 y 0,50 Pesetas...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18453/26a-subasta-online-24-05-16,12 €,['Lot No 261: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,['http://subastas.numismaticaycoleccionismo.es/imagenes/27029_a.jpg'],Lot 261
"1 Peseta. Gironella (Barcelona), C.M. 7 Mayo 1937. Con sello en seco. BC","['1 Peseta. Gironella (Barcelona), C.M. 7 Mayo 1937...', '1 Peseta. Gironella (Barcelona), C.M. 7 Mayo 1937...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18454/26a-subasta-online-24-05-16,10 €,['Lot No 262: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/27027_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27027_b.jpg']",Lot 262
"Granollers (Barcelona), C.M. 1 Junio 1937. Serie C. Grieta por doblez, si no BC","['Granollers (Barcelona), C.M. 1 Junio 1937...', 'Granollers (Barcelona), C.M. 1 Junio 1937...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18455/26a-subasta-online-24-05-16,7 €,['Lot No 263: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/27026_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27026_b.jpg']",Lot 263
"5 Céntimos. Graus (Huesca), C.M. 28 Agosto 1937. MBC+","['5 Céntimos. Graus (Huesca), C.M. 28 Agosto 1937...', '5 Céntimos. Graus (Huesca), C.M. 28 Agosto 1937...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18456/26a-subasta-online-24-05-16,8 €,['Lot No 264: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/26963_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26963_b.jpg']",Lot 264
"50 Céntimos. Guadix (Granada), C.M. 15 Enero 1938. SC","['50 Céntimos. Guadix (Granada), C.M. 15 Enero 1938...', '50 Céntimos. Guadix (Granada), C.M. 15 Enero 1938...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18457/26a-subasta-online-24-05-16,12 €,['Lot No 265: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/27068_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27068_b.jpg']",Lot 265
"25 Céntimos. Híjar (Teruel), C.O. Mantiene celo por rotura en rev., si no BC-","['25 Céntimos. Híjar (Teruel), C.O. Mantiene celo por rotura en rev...', '25 Céntimos. Híjar (Teruel), C.O. Mantiene celo por rotura en rev...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18458/26a-subasta-online-24-05-16,8 €,['Lot No 266: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/26964_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26964_b.jpg']",Lot 266
"50 Céntimos. Horts del Llobregat (Barcelona), Ay. 11 Junio 1937. Serie D. Rotura central y sucio, si no BC-","['50 Céntimos. Horts del Llobregat (Barcelona), Ay...', '50 Céntimos. Horts del Llobregat (Barcelona), Ay...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18459/26a-subasta-online-24-05-16,6 €,['Lot No 267: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/27025_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27025_b.jpg']",Lot 267
"50 Céntimos. Hostoles (Gerona), Ay. 1 Mayo 1937. Serie A. Rotura central por doblez, si no BC-. Escaso","['50 Céntimos. Hostoles (Gerona), Ay. 1 Mayo 1937...', '50 Céntimos. Hostoles (Gerona), Ay. 1 Mayo 1937...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18460/26a-subasta-online-24-05-16,10 €,['Lot No 268: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/27024_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27024_b.jpg']",Lot 268
"Igualada (Barcelona), Ay. Lote de 3 billetes. 10, 25 y 50 Céntimos. Cartón. Algo sucios, si no MBC-","['Igualada (Barcelona), Ay. Lote de 3 billetes...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18461/26a-subasta-online-24-05-16,25 €,['Lot No 269: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,['http://subastas.numismaticaycoleccionismo.es/imagenes/27023_a.jpg'],Lot 269
"50 Céntimos. La Jonquera (Gerona), Ay. 21 Marzo 1937. Serie A. Sello en seco. Sucio, si no BC-","['50 Céntimos. La Jonquera (Gerona), Ay. 21 Marzo 1937...', '50 Céntimos. La Jonquera (Gerona), Ay. 21 Marzo 1937...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18462/26a-subasta-online-24-05-16,9 €,['Lot No 270: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/27022_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27022_b.jpg']",Lot 270
"25 Céntimos. Llorenç de Morunys (Lérida), Ay. 21 Julio 1937. Tampón en tinta roja. Dobledo en cuatro partes, si no BC. Escaso","['25 Céntimos. Llorenç de Morunys (Lérida), Ay...', '25 Céntimos. Llorenç de Morunys (Lérida), Ay...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18463/26a-subasta-online-24-05-16,12 €,['Lot No 271: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/27021_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27021_b.jpg']",Lot 271
Madrigalejo (Cáceres). Panadería Manuela Melchor. Lote de 3 vales de pan. Uno con firma en rev. MBC+/MBC,['Madrigalejo (Cáceres). Panadería Manuela Melchor...'],http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18464/26a-subasta-online-24-05-16,6 €,['Lot No 272: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,['http://subastas.numismaticaycoleccionismo.es/imagenes/27077_a.jpg'],Lot 272
"50 Céntimos. Manlleu (Barcelona), C.M. 1 Mayo 1937. Sello en seco. Escaso. BC","['50 Céntimos. Manlleu (Barcelona), C.M. 1 Mayo 1937...', '50 Céntimos. Manlleu (Barcelona), C.M. 1 Mayo 1937...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18465/26a-subasta-online-24-05-16,12 €,['Lot No 273: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/27017_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27017_b.jpg']",Lot 273
"Manresa (Barcelona), C.M. Lote de 2 billetes. 10 y 15 Céntimos. Serie C. Cartulina. Algo sucios, si no MBC-/BC","['Manresa (Barcelona), C.M. Lote de 2 billetes...', 'Manresa (Barcelona), C.M. Lote de 2 billetes...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18466/26a-subasta-online-24-05-16,15 €,['Lot No 274: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/27020_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27020_b.jpg']",Lot 274
"50 Céntimos. Manresa (Barcelona), C.M. Serie C. Sucio, si no BC-","['50 Céntimos. Manresa (Barcelona), C.M. Serie C...', '50 Céntimos. Manresa (Barcelona), C.M. Serie C...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18467/26a-subasta-online-24-05-16,5 €,['Lot No 275: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/27019_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27019_b.jpg']",Lot 275
"1 Peseta. Manresa (Barcelona), C.M. Serie C. EBC-","['1 Peseta. Manresa (Barcelona), C.M. Serie C...', '1 Peseta. Manresa (Barcelona), C.M. Serie C...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18468/26a-subasta-online-24-05-16,8 €,['Lot No 276: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/27018_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27018_b.jpg']",Lot 276
"25 Céntimos. El Masnou (Barcelona), C.M. Serie A. Sello en seco. Sucio, si no BC","['25 Céntimos. El Masnou (Barcelona), C.M...', '25 Céntimos. El Masnou (Barcelona), C.M...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18469/26a-subasta-online-24-05-16,10 €,['Lot No 277: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/27016_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27016_b.jpg']",Lot 277
"25 Céntimos. Monistrol de Bages (Barcelona), Ay. Tampón en reverso. Muesca en margen, si no BC. Escaso","['25 Céntimos. Monistrol de Bages (Barcelona), Ay...', '25 Céntimos. Monistrol de Bages (Barcelona), Ay...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18470/26a-subasta-online-24-05-16,15 €,['Lot No 278: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/26970_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26970_b.jpg']",Lot 278
"50 Céntimos. Monistrol de Bages (Barcelona), Ay. Muy escaso así. SC","['50 Céntimos. Monistrol de Bages (Barcelona), Ay...', '50 Céntimos. Monistrol de Bages (Barcelona), Ay...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18471/26a-subasta-online-24-05-16,30 €,['Lot No 279: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/26969_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26969_b.jpg']",Lot 279
"1 Peseta. Monistrol de Bages (Barcelona), Ay. Muy escaso así. SC","['1 Peseta. Monistrol de Bages (Barcelona), Ay...', '1 Peseta. Monistrol de Bages (Barcelona), Ay...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18472/26a-subasta-online-24-05-16,30 €,['Lot No 280: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/26968_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26968_b.jpg']",Lot 280
"25 Céntimos. Montcada i Reixac (Barcelona), Ay. Mayo 1937. EBC","['25 Céntimos. Montcada i Reixac (Barcelona), Ay...', '25 Céntimos. Montcada i Reixac (Barcelona), Ay...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18473/26a-subasta-online-24-05-16,10 €,['Lot No 281: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/26971_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26971_b.jpg']",Lot 281
"1 Peseta. Mora de Ebro (Tarragona), Ay. 10 Junio 1937. Serie B. Celo en reverso por doblez, si no BC+","['1 Peseta. Mora de Ebro (Tarragona), Ay. 10 Junio 1937...', '1 Peseta. Mora de Ebro (Tarragona), Ay. 10 Junio 1937...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18474/26a-subasta-online-24-05-16,12 €,['Lot No 282: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/26972_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26972_b.jpg']",Lot 282
"1 Peseta. Navás (Barcelona), Ay. Junio 1937. MBC","['1 Peseta. Navás (Barcelona), Ay. Junio 1937...', '1 Peseta. Navás (Barcelona), Ay. Junio 1937...']",http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18475/26a-subasta-online-24-05-16,10 €,['Lot No 283: 26ª Subasta Online · 24.05.16'],BILLETES LOCALES,"['http://subastas.numismaticaycoleccionismo.es/imagenes/26973_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26973_b.jpg']",Lot 283
